;REFERENCIA_ORIGEN;REFERENCIA_1;IMPORTE
10678;B13161864;E83807784;5
10679;B13161864;J61518874;5
10680;B14583132;A36628386;5
10681;B14583132;A58253808;1
10682;B14583132;B17553538;3
10683;B14583132;B32137820;7
10684;B14583132;B50829316;5
10685;B14583132;B59197897;12
10686;B14583132;B60424371;11
10687;B14583132;B65287815;7
10688;B14657654;B66168394;12
10689;B14680805;A33043613;1
10690;B14680805;B61212742;12
10691;B14680805;B92350594;1
10692;B14724603;A58329095;12
10693;B14724603;B08534729;7
10694;B14724603;B15678840;6
10695;B14724603;B17850546;2
10696;B14724603;B17946609;2
10697;B14724603;B43579861;8
10698;B14724603;B43672955;5
10699;B14724603;B43830686;12
10700;B14724603;B53294922;10
10701;B14724603;B53743548;7
10702;B14724603;B58098112;9
10703;B14724603;B61110466;4
10704;B14724603;B61204434;12
10705;B14724603;B61453247;3
10706;B14724603;B61493904;1
10707;B14724603;B61680963;3
10708;B14724603;B62010996;10
10709;B14724603;B62551494;1
10710;B14724603;B62779228;1
10711;B14724603;B63228555;4
10712;B14724603;B63324446;10
10713;B14724603;B63330146;4
10714;B14724603;B63333108;8
10715;B14724603;B63752695;4
10716;B14724603;B63861819;10
10717;B14724603;B64212087;6
10718;B14724603;B64283419;2
10719;B14724603;B64312036;4
10720;B14724603;B64530660;7
10721;B14724603;B64665045;12
10722;B14724603;B73186579;4
10723;B14724603;E62127469;4
10724;B14724603;J63616924;7
10725;B15001225;A43051432;12
10726;B15001225;B63126387;8
10727;B15116809;A08404212;11
10728;B15116809;A17048349;12
10729;B15116809;A64679327;5
10730;B15116809;B17534264;9
10731;B15116809;B25068214;1
10732;B15116809;B43449214;8
10733;B15116809;B53013082;12
10734;B15116809;B58672585;5
10735;B15116809;B61564548;8
10736;B15116809;B61895132;6
10737;B15116809;B62158514;7
10738;B15116809;B62424494;12
10739;B15116809;B62741350;4
10740;B15116809;B63686273;3
10741;B15116809;B64475338;7
10742;B15116809;B65383705;6
10743;B15116809;B81028532;11
10744;B15116809;B85195345;4
10745;B15116809;B85636280;6
10746;B15116809;B85676385;4
10747;B15116809;B86058724;4
10748;B15119035;B59873760;4
10749;B15135346;A15153638;7
10750;B15135346;B02379477;6
10751;B15135346;B43048990;12
10752;B15399041;B63219059;2
10753;B15399041;B64251929;8
10754;B15401540;A08594079;6
10755;B15401540;B25747601;12
10756;B15401540;B30560247;2
10757;B15401540;B33357245;1
10758;B15401540;B43486281;11
10759;B15401540;B43833383;7
10760;B15401540;B59971432;1
10761;B15401540;B60663168;3
10762;B15401540;B61353231;3
10763;B15401540;B61649778;1
10764;B15401540;B62064589;10
10765;B15401540;B64438872;8
10766;B15401540;B65478976;2
10767;B15533565;A08793507;7
10768;B15533565;A46076485;6
10769;B15533565;A58344219;12
10770;B15533565;A58370586;9
10771;B15533565;A58484932;8
10772;B15533565;A58565003;10
10773;B15533565;A58628017;1
10774;B15533565;A58958091;4
10775;B15533565;A58961459;3
10776;B15533565;A59114389;10
10777;B15533565;A78967510;8
10778;B15533565;A79222246;10
10779;B15533565;B01139096;12
10780;B15533565;B07822661;6
10781;B15533565;B07971666;7
10782;B15533565;B08083602;6
10783;B15533565;B08344590;10
10784;B15533565;B08424673;6
10785;B15533565;B08925612;11
10786;B15533565;B11474327;10
10787;B15533565;B13161864;2
10788;B15533565;B17348814;1
10789;B15533565;B17423880;10
10790;B15533565;B17743428;6
10791;B15533565;B17857889;3
10792;B15533565;B25009069;9
10793;B15533565;B25512336;3
10794;B15533565;B25516253;10
10795;B15533565;B25621574;3
10796;B15533565;B27248947;2
10797;B15533565;B30063929;4
10798;B15533565;B31455033;3
10799;B15533565;B33454976;2
10800;B15533565;B33661182;3
10801;B15533565;B41197781;1
10802;B15533565;B43245174;3
10803;B15533565;B43527480;1
10804;B15533565;B43646835;4
10805;B15533565;B43739804;5
10806;B15533565;B47612072;1
10807;B15533565;B53739447;1
10808;B15533565;B53761177;9
10809;B15533565;B53825543;1
10810;B15533565;B54140884;6
10811;B15533565;B55097679;8
10812;B15533565;B55106942;2
10813;B15533565;B55542575;4
10814;B15533565;B58196809;8
10815;B15533565;B58291212;8
10816;B15533565;B58831348;7
10817;B15533565;B58887597;11
10818;B15533565;B59326363;6
10819;B15533565;B59505693;8
10820;B15533565;B59724195;1
10821;B15533565;B59849315;6
10822;B15533565;B59974980;2
10823;B15533565;B60222239;10
10824;B15533565;B60371341;2
10825;B15533565;B60576154;9
10826;B15533565;B60778651;3
10827;B15533565;B61093449;6
10828;B15533565;B61303749;6
10829;B15533565;B61315206;10
10830;B15533565;B61324315;7
10831;B15533565;B61339396;4
10832;B15533565;B61346896;10
10833;B15533565;B61347910;6
10834;B15533565;B61369120;5
10835;B15533565;B61461364;12
10836;B15533565;B61724860;4
10837;B15533565;B61810123;9
10838;B15533565;B61884292;7
10839;B15533565;B61894002;10
10840;B15533565;B61958765;3
10841;B15533565;B61975884;3
10842;B15533565;B62027669;7
10843;B15533565;B62068556;1
10844;B15533565;B62109830;8
10845;B15533565;B62114673;5
10846;B15533565;B62216262;5
10847;B15533565;B62227020;4
10848;B15533565;B62241963;7
10849;B15533565;B62344668;9
10850;B15533565;B62524798;11
10851;B15533565;B62783964;1
10852;B15533565;B62812433;4
10853;B15533565;B62900691;10
10854;B15533565;B62933643;6
10855;B15533565;B62938238;3
10856;B15533565;B62941448;9
10857;B15533565;B62992052;4
10858;B15533565;B62993258;2
10859;B15533565;B63110787;9
10860;B15533565;B63190433;10
10861;B15533565;B63440606;2
10862;B15533565;B63515522;12
10863;B15533565;B63720874;4
10864;B15533565;B63856082;11
10865;B15533565;B63858179;11
10866;B15533565;B63891956;9
10867;B15533565;B64048515;2
10868;B15533565;B64266638;1
10869;B15533565;B64272057;8
10870;B15533565;B64343338;7
10871;B15533565;B64343841;9
10872;B15533565;B64453103;12
10873;B15533565;B64645690;12
10874;B15533565;B64733199;9
10875;B15533565;B65292120;11
10876;B15533565;B65361206;1
10877;B15533565;B65674780;5
10878;B15533565;B65691800;9
10879;B15533565;B79056099;3
10880;B15533565;B79124095;11
10881;B15533565;B82026659;11
10882;B15533565;B82050139;5
10883;B15533565;B82337072;8
10884;B15533565;B83345223;8
10885;B15533565;B84561166;5
10886;B15533565;B85116671;9
10887;B15533565;B85208627;11
10888;B15533565;B91458943;3
10889;B15533565;B92380815;9
10890;B15533565;B92705649;3
10891;B15533565;B95067260;11
10892;B15533565;B96060777;4
10893;B15533565;B96144621;3
10894;B15533565;B97889893;7
10895;B15533565;B99033375;5
10896;B15533565;E17807405;8
10897;B15533565;E31766181;1
10898;B15533565;E43902832;9
10899;B15533565;E60153947;11
10900;B15533565;E63067888;4
10901;B15533565;E64180466;4
10902;B15533565;E64192347;3
10903;B15533565;E64211766;2
10904;B15533565;E83807784;8
10905;B15533565;J61518874;12
10906;B15533565;N41064814;1
10907;B15678840;A28125599;9
10908;B15678840;A58269382;6
10909;B15678840;A58329095;11
10910;B15678840;A58529355;7
10911;B15678840;A60952447;1
10912;B15678840;B12404836;5
10913;B15678840;B14724603;7
10914;B15678840;B17516246;9
10915;B15678840;B17850546;12
10916;B15678840;B43579861;7
10917;B15678840;B43830686;1
10918;B15678840;B43854751;2
10919;B15678840;B53743548;6
10920;B15678840;B58098112;5
10921;B15678840;B60569324;3
10922;B15678840;B60809118;7
10923;B15678840;B61417291;5
10924;B15678840;B61453247;9
10925;B15678840;B61886735;3
10926;B15678840;B62010996;1
10927;B15678840;B62913819;6
10928;B15678840;B63310858;4
10929;B15678840;B63324446;12
10930;B15678840;B63330146;1
10931;B15678840;B63777775;12
10932;B15678840;B63799118;4
10933;B15678840;B63861819;1
10934;B15678840;B63889190;3
10935;B15678840;B64212087;7
10936;B15678840;B64283419;12
10937;B15678840;B64530660;4
10938;B15678840;E73036451;1
10939;B15679053;A58095720;3
10940;B15679053;B74268277;9
10941;B15679053;B80886948;10
10942;B15692494;B64448814;8
10943;B15692494;B70383104;2
10944;B15692494;B99059339;4
10945;B15757727;B60531993;2
10946;B15819642;A07045248;3
10947;B15819642;B30351431;10
10948;B15819642;B41698408;11
10949;B15880677;A58106261;9
10950;B15880677;A59428359;9
10951;B15880677;B43241744;8
10952;B15880677;B46927141;5
10953;B15880677;B55560536;6
10954;B15880677;B55657134;9
10955;B15880677;B61730883;2
10956;B15880677;B61845392;10
10957;B15880677;B62429154;5
10958;B15880677;B63453526;2
10959;B15880677;B63568356;11
10960;B15880677;B65448144;2
10961;B15880677;B80819196;2
10962;B15880677;B84430982;12
10963;B15889827;B24452468;10
10964;B15889827;B62212303;4
10965;B15889827;B65005019;8
10966;B15988371;B63152110;12
10967;B15988371;F62751359;12
10968;B15988371;G58428129;3
10969;B16264293;B12333464;3
10970;B16264293;B58491861;4
10971;B16264293;B62747118;5
10972;B16264293;B64620933;5
10973;B16264293;B66364993;4
10974;B17005703;B28231249;9
10975;B17005703;B33565987;5
10976;B17005703;B62476650;5
10977;B17005703;B81788424;2
10978;B17044140;B30756027;7
10979;B17044140;B37056389;1
10980;B17044140;B43946565;5
10981;B17044140;B71063689;9
10982;B17055328;A58028523;6
10983;B17055328;B08721060;11
10984;B17055328;B30077218;12
10985;B17055328;B58395716;8
10986;B17055328;B59825133;2
10987;B17055328;B61109856;8
10988;B17055328;B63445969;8
10989;B17055328;B64467798;9
10990;B17058595;A17069378;12
10991;B17058595;A35068907;9
10992;B17058595;B07568132;6
10993;B17058595;B07609258;8
10994;B17058595;B17143322;9
10995;B17058595;B17363201;5
10996;B17058595;B17918830;2
10997;B17058595;B18716837;6
10998;B17058595;B24390601;11
10999;B17058595;B43965441;4
11000;B17058595;B46018560;12
11001;B17058595;B60619731;10
11002;B17058595;B61800157;5
11003;B17058595;B62180187;6
11004;B17058595;B62245089;8
11005;B17058595;B65527343;5
11006;B17058595;B65527350;3
11007;B17058595;E74335589;2
11008;B17143322;A35004282;2
11009;B17143322;A58447632;6
11010;B17143322;B07135452;5
11011;B17143322;B07568132;3
11012;B17143322;B07609258;5
11013;B17143322;B17363201;3
11014;B17143322;B18716837;6
11015;B17143322;B43965441;5
11016;B17143322;B46018560;10
11017;B17143322;B58471285;3
11018;B17143322;B59595546;8
11019;B17143322;B62180187;3
11020;B17143322;B62245089;12
11021;B17143322;B64656127;9
11022;B17143322;B64696149;8
11023;B17143322;B92262781;11
11024;B17165614;A29279072;5
11025;B17165614;B25513029;5
11026;B17165614;B43522556;4
11027;B17165614;B43607381;9
11028;B17165614;B61393369;8
11029;B17165614;B62547021;12
11030;B17165614;B64373467;9
11031;B17165614;B65038481;4
11032;B17165614;B65310286;8
11033;B17165614;B66434705;1
11034;B17167537;A08797599;11
11035;B17167537;A43804624;10
11036;B17167537;A58110933;1
11037;B17167537;B02061323;11
11038;B17167537;B30324677;5
11039;B17167537;B43097161;11
11040;B17167537;B55023618;7
11041;B17167537;B60592755;8
11042;B17167537;B63278691;4
11043;B17167537;B63736185;11
11044;B17167537;B64065451;10
11045;B17249426;B63287825;5
11046;B17249426;B63764575;10
11047;B17302738;A17150350;7
11048;B17302738;A28949527;12
11049;B17302738;A58782673;7
11050;B17302738;A79056883;10
11051;B17302738;A81258345;5
11052;B17302738;B04601514;9
11053;B17302738;B11841632;7
11054;B17302738;B12612099;8
11055;B17302738;B17808296;1
11056;B17302738;B29576881;11
11057;B17302738;B29599156;9
11058;B17302738;B31804933;11
11059;B17302738;B33979949;3
11060;B17302738;B43401462;7
11061;B17302738;B43569508;8
11062;B17302738;B43596683;9
11063;B17302738;B43603661;11
11064;B17302738;B43635291;10
11065;B17302738;B43645027;9
11066;B17302738;B43668516;8
11067;B17302738;B43728740;3
11068;B17302738;B43890235;1
11069;B17302738;B43972041;9
11070;B17302738;B54113626;4
11071;B17302738;B60501285;7
11072;B17302738;B61036539;10
11073;B17302738;B61042115;1
11074;B17302738;B61485892;2
11075;B17302738;B61555470;11
11076;B17302738;B61740015;2
11077;B17302738;B62180955;2
11078;B17302738;B62226444;2
11079;B17302738;B62433115;5
11080;B17302738;B62717632;7
11081;B17302738;B62728357;10
11082;B17302738;B63129845;3
11083;B17302738;B63134589;6
11084;B17302738;B63210603;7
11085;B17302738;B63211239;5
11086;B17302738;B63294862;12
11087;B17302738;B63587190;7
11088;B17302738;B63674071;12
11089;B17302738;B63695084;3
11090;B17302738;B63847388;7
11091;B17302738;B64174352;1
11092;B17302738;B64636749;4
11093;B17302738;B65188658;9
11094;B17302738;B65280273;7
11095;B17302738;B65696965;1
11096;B17302738;B82293812;3
11097;B17302738;B84299965;7
11098;B17302738;B84309954;12
11099;B17302738;B92006626;9
11100;B17302738;B92217900;11
11101;B17302738;B92378173;7
11102;B17302738;B92427376;8
11103;B17302738;B92442219;9
11104;B17302738;B93026714;2
11105;B17302738;B97600407;9
11106;B17302738;B98493810;3
11107;B17319831;A08343949;7
11108;B17319831;A25001348;5
11109;B17319831;A58243510;10
11110;B17319831;A58573627;6
11111;B17319831;B55066401;12
11112;B17319831;B55619464;10
11113;B17319831;B58922451;2
11114;B17319831;B61322848;5
11115;B17319831;B66302902;7
11116;B17319831;B86472073;3
11117;B17346743;B59669481;3
11118;B17346743;B61842886;5
11119;B17348814;A08474363;10
11120;B17348814;A08720492;3
11121;B17348814;A08804379;11
11122;B17348814;A58041237;12
11123;B17348814;A58370586;1
11124;B17348814;A58453739;6
11125;B17348814;A58484932;12
11126;B17348814;A58496399;9
11127;B17348814;A58565003;4
11128;B17348814;A58696311;2
11129;B17348814;A58958091;6
11130;B17348814;A58961459;8
11131;B17348814;A59114389;8
11132;B17348814;A60583994;7
11133;B17348814;A64275290;11
11134;B17348814;B03702495;3
11135;B17348814;B03956364;6
11136;B17348814;B04271839;5
11137;B17348814;B07481740;2
11138;B17348814;B07822661;9
11139;B17348814;B08083602;6
11140;B17348814;B08298093;3
11141;B17348814;B08321630;8
11142;B17348814;B08344590;6
11143;B17348814;B08424673;11
11144;B17348814;B08925612;11
11145;B17348814;B17362856;2
11146;B17348814;B17638453;3
11147;B17348814;B17743428;12
11148;B17348814;B24355281;8
11149;B17348814;B25512336;2
11150;B17348814;B25621574;10
11151;B17348814;B30063929;10
11152;B17348814;B30758759;10
11153;B17348814;B31455033;4
11154;B17348814;B35334556;3
11155;B17348814;B35470400;5
11156;B17348814;B36833861;8
11157;B17348814;B41197781;2
11158;B17348814;B41454398;7
11159;B17348814;B43527480;6
11160;B17348814;B43646835;2
11161;B17348814;B43739804;4
11162;B17348814;B43804129;12
11163;B17348814;B47612072;7
11164;B17348814;B53602207;3
11165;B17348814;B53761177;11
11166;B17348814;B53800538;9
11167;B17348814;B55097679;6
11168;B17348814;B55542575;12
11169;B17348814;B55560080;12
11170;B17348814;B57226029;2
11171;B17348814;B57768459;11
11172;B17348814;B58559311;3
11173;B17348814;B59146449;7
11174;B17348814;B59505693;1
11175;B17348814;B59724195;2
11176;B17348814;B59816140;3
11177;B17348814;B59827832;4
11178;B17348814;B59849315;4
11179;B17348814;B59974980;10
11180;B17348814;B60104593;11
11181;B17348814;B60371341;8
11182;B17348814;B60699220;6
11183;B17348814;B60745767;6
11184;B17348814;B61068763;5
11185;B17348814;B61093449;1
11186;B17348814;B61182002;1
11187;B17348814;B61303749;9
11188;B17348814;B61324315;3
11189;B17348814;B61339396;2
11190;B17348814;B61609277;8
11191;B17348814;B61650511;11
11192;B17348814;B61724860;4
11193;B17348814;B61926523;1
11194;B17348814;B61975884;5
11195;B17348814;B62101423;6
11196;B17348814;B62123294;8
11197;B17348814;B62227020;5
11198;B17348814;B62297346;9
11199;B17348814;B62300702;8
11200;B17348814;B62344668;6
11201;B17348814;B62429998;4
11202;B17348814;B62571443;8
11203;B17348814;B62812433;5
11204;B17348814;B62896782;12
11205;B17348814;B62900691;12
11206;B17348814;B62938238;1
11207;B17348814;B62967542;10
11208;B17348814;B63016323;7
11209;B17348814;B63016372;8
11210;B17348814;B63016620;5
11211;B17348814;B63048714;2
11212;B17348814;B63110787;6
11213;B17348814;B63190433;4
11214;B17348814;B63322903;5
11215;B17348814;B63349708;11
11216;B17348814;B63364293;10
11217;B17348814;B63515522;1
11218;B17348814;B63651244;1
11219;B17348814;B63662332;8
11220;B17348814;B63720874;11
11221;B17348814;B63820062;5
11222;B17348814;B63858179;9
11223;B17348814;B63891956;9
11224;B17348814;B63894810;6
11225;B17348814;B64048515;8
11226;B17348814;B64090194;4
11227;B17348814;B64127525;7
11228;B17348814;B64257181;3
11229;B17348814;B64266638;11
11230;B17348814;B64272057;3
11231;B17348814;B64403942;1
11232;B17348814;B64471881;2
11233;B17348814;B64733199;5
11234;B17348814;B65292120;2
11235;B17348814;B65361206;10
11236;B17348814;B65958944;9
11237;B17348814;B74027863;2
11238;B17348814;B81691313;6
11239;B17348814;B82220138;3
11240;B17348814;B82337072;6
11241;B17348814;B84152065;2
11242;B17348814;B84561166;8
11243;B17348814;B92018878;12
11244;B17348814;B92362953;11
11245;B17348814;B96771753;9
11246;B17348814;B97011829;8
11247;B17348814;B99033375;7
11248;B17348814;E31766181;11
11249;B17348814;E43902832;6
11250;B17348814;E60153947;1
11251;B17348814;E64180466;12
11252;B17348814;E64192347;12
11253;B17348814;J61518874;1
11254;B17350851;B02223634;11
11255;B17350851;B08404501;12
11256;B17350851;B08965915;11
11257;B17350851;B22358535;9
11258;B17350851;B25636416;12
11259;B17350851;B25696451;12
11260;B17350851;B35473784;7
11261;B17350851;B38529087;2
11262;B17350851;B43055128;7
11263;B17350851;B43470731;5
11264;B17350851;B43554849;10
11265;B17350851;B43596717;4
11266;B17350851;B43713080;11
11267;B17350851;B43829241;9
11268;B17350851;B43857291;9
11269;B17350851;B43890110;2
11270;B17350851;B43907419;3
11271;B17350851;B43941749;1
11272;B17350851;B43963719;9
11273;B17350851;B45778982;5
11274;B17350851;B53656153;4
11275;B17350851;B55627343;5
11276;B17350851;B60181971;11
11277;B17350851;B60404738;4
11278;B17350851;B61170692;6
11279;B17350851;B61436861;5
11280;B17350851;B62231824;3
11281;B17350851;B62336854;6
11282;B17350851;B62677521;8
11283;B17350851;B63344808;3
11284;B17350851;B63368302;7
11285;B17350851;B63412696;12
11286;B17350851;B63495204;11
11287;B17350851;B63919898;12
11288;B17350851;B64445612;1
11289;B17350851;B64775232;1
11290;B17350851;B65023459;4
11291;B17350851;B65229304;1
11292;B17350851;B65261562;2
11293;B17350851;B65607897;8
11294;B17350851;B65628513;10
11295;B17350851;B66029174;1
11296;B17350851;B66033333;8
11297;B17350851;B66459199;3
11298;B17350851;B74191024;10
11299;B17350851;B80944507;7
11300;B17350851;B83592071;10
11301;B17350851;B83747303;8
11302;B17350851;B84320738;3
11303;B17350851;B85038362;10
11304;B17350851;B86055357;3
11305;B17350851;B86541265;5
11306;B17350851;B93053577;6
11307;B17350851;B95292199;3
11308;B17350851;B97515993;5
11309;B17350851;J22380554;11
11310;B17350851;J43915149;1
11311;B17350851;J65751943;9
11312;B17362856;A02062602;10
11313;B17362856;A08616468;9
11314;B17362856;A08720492;2
11315;B17362856;A58009549;3
11316;B17362856;A58453739;7
11317;B17362856;A58484932;2
11318;B17362856;A58628017;12
11319;B17362856;A58696311;8
11320;B17362856;A58798448;2
11321;B17362856;A60583994;2
11322;B17362856;A64275290;2
11323;B17362856;A79211710;3
11324;B17362856;A79222246;9
11325;B17362856;B03702495;7
11326;B17362856;B04271839;4
11327;B17362856;B07481740;3
11328;B17362856;B07822661;10
11329;B17362856;B07971666;11
11330;B17362856;B08298093;7
11331;B17362856;B08344590;10
11332;B17362856;B08925612;1
11333;B17362856;B11474327;1
11334;B17362856;B17348814;8
11335;B17362856;B17411471;8
11336;B17362856;B17423880;1
11337;B17362856;B17504044;4
11338;B17362856;B17638453;11
11339;B17362856;B17908377;6
11340;B17362856;B25487547;6
11341;B17362856;B25512336;2
11342;B17362856;B30063929;7
11343;B17362856;B30758759;2
11344;B17362856;B31062565;4
11345;B17362856;B31455033;2
11346;B17362856;B33454976;9
11347;B17362856;B33967209;11
11348;B17362856;B36833861;8
11349;B17362856;B40222176;1
